trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.8, 'e': 3.302946228035408e-05}",25,3,31.545046915661317,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.8, 'e': 3.265306122448979e-05}",20,15,11.310520833998282,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.8, 'e': 3.228305785123967e-05}",20,6,23.602798969874215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.8, 'e': 3.191930798940279e-05}",20,14,11.840448682076046,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.8, 'e': 3.156167150612296e-05}",20,9,17.8622280276783,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.8, 'e': 3.121001217190475e-05}",20,14,9.022450318551178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.8, 'e': 3.08641975308642e-05}",20,16,5.069345609361813,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.8, 'e': 3.0524098775983637e-05}",20,16,7.196786147782188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.8, 'e': 3.0189590629151068e-05}",25,7,32.125040167015264,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.8, 'e': 2.986055122577563e-05}",30,19,21.006029900439223,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.8, 'e': 2.953686200378072e-05}",20,14,10.317095975381806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8, 'e': 2.9218407596785974e-05}",30,13,34.04352208323055,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.8, 'e': 2.8905075731298415e-05}",20,13,11.16722587684498,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8, 'e': 2.8596757127741712e-05}",30,9,34.49073257567433,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 2.8293345405160706e-05}",25,16,15.772070244845779,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8, 'e': 2.7994736989445986e-05}",20,8,23.28609541504254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8, 'e': 2.7700831024930747e-05}",20,11,16.404826821042775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8, 'e': 2.7411529289219047e-05}",20,10,18.544771066893443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 2.712673611111111e-05}",20,13,14.601163626230694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8, 'e': 2.684635829149776e-05}",25,12,22.16386164231309,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 2.6570305027101713e-05}",20,1,26.396651160301143,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 2.6298487836949376e-05}",30,0,39.81228812281072,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.8, 'e': 2.6030820491461892e-05}",25,1,35.144526897580285,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8, 'e': 2.5767218944059367e-05}",30,9,36.665601877051515,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.8, 'e': 2.5507601265177022e-05}",20,8,17.950912246767388,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 2.52518875785965e-05}",20,8,18.371745400044194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 2.5e-05}",20,13,13.314644319142293,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 2.475186257765897e-05}",25,12,18.765347737670442,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 2.450740123517302e-05}",25,20,9.597400456268769,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 2.4266543716178503e-05}",20,12,15.373018455866461,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 2.4029219530949635e-05}",20,15,11.76206645316665,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8, 'e': 2.3795359904818562e-05}",20,14,11.779880501762543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 2.356489772834386e-05}",20,13,14.224260519942217,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.8, 'e': 2.3337767509160075e-05}",20,15,9.031935421389004,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 2.3113905325443786e-05}",30,5,39.200973803192234,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 2.2893248780934502e-05}",20,14,13.42970789915796,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 2.2675736961451248e-05}",25,17,16.222267593892735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.8, 'e': 2.246131039284832e-05}",30,16,21.183186649821106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8, 'e': 2.2249911000356e-05}",20,5,22.84844598192468,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 2.2041482069254335e-05}",25,16,16.32655746093283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 2.1835968206830292e-05}",25,14,21.118079373721578,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 2.1633315305570577e-05}",25,7,27.1807037386919,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 2.143347050754458e-05}",20,0,33.08459390512637,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 2.123638216993353e-05}",20,16,10.086115619021836,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 2.1041999831664002e-05}",20,8,21.336094804606628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8, 'e': 2.085027418110548e-05}",25,18,15.511048005454715,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8, 'e': 2.066115702479339e-05}",25,0,35.41979129398207,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.8, 'e': 2.047460125714052e-05}",20,14,13.274213289424393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 2.029056083110137e-05}",20,10,15.688713471145903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 2.0108990729755272e-05}",25,0,41.15357776786162,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.8, 'e': 1.992984693877551e-05}",20,2,28.98675053114698,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 1.9753086419753087e-05}",25,10,26.063508570917307,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 1.9578667084344897e-05}",25,9,29.11381060190962,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 1.9406547769217335e-05}",25,7,28.00240531275417,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.8, 'e': 1.9236688211757463e-05}",20,14,13.634134407295475,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 1.9069049026525047e-05}",20,0,32.45292891811638,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.8, 'e': 1.8903591682419658e-05}",25,19,11.122184241976363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 1.874027848053822e-05}",25,4,28.82572040702971,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 1.8579072532699166e-05}",25,18,15.1153591308324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 1.8419937740610438e-05}",30,18,23.650859130785765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 1.826283877565929e-05}",20,13,14.548760028598696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 1.8107741059302852e-05}",20,2,32.129465339179795,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 1.795461074403907e-05}",20,16,6.884222577552785,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 1.780341469493849e-05}",30,23,10.840600067628388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 1.76541204717181e-05}",35,25,20.012625512887062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 1.7506696311339088e-05}",20,9,20.77600838400594,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 1.736111111111111e-05}",25,12,16.443275790168084,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 1.721733441228629e-05}",20,10,19.963738810205694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 1.7075336384126766e-05}",25,15,18.763841188210783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.8, 'e': 1.6935087808430286e-05}",20,4,31.336392631966508,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 1.679656006449879e-05}",20,2,29.462703833675743,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 1.665972511453561e-05}",25,8,32.281223352180575,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 1.6524555489457333e-05}",20,0,30.225460511398634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.8, 'e': 1.6391024275106952e-05}",20,0,35.631922484224454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 1.625910509885536e-05}",25,5,29.588742149805476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 1.6128772116578765e-05}",30,21,13.533997495118122,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 1.6e-05}",25,19,11.792259662889395,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 1.5872763924382153e-05}",25,10,27.728120704882123,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.8, 'e': 1.5747039556563368e-05}",30,12,34.57199894771804,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 1.5622803043322032e-05}",20,13,11.624333829482186,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 1.5500031000062e-05}",20,11,15.086115522365699,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 1.5378700499807768e-05}",20,13,13.80684815314855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 1.52587890625e-05}",20,0,29.131907045660753,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.8, 'e': 1.5140274644582053e-05}",30,8,39.336500788937265,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 1.5023135628868457e-05}",30,16,24.157254944296753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 1.4907350814686721e-05}",20,10,18.38594935248505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 1.4792899408284024e-05}",20,14,6.24968662842889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 1.46797610134907e-05}",30,15,22.486315977852303,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 1.4567915622632714e-05}",30,7,29.411858117224334,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 1.4457343607685523e-05}",25,11,25.89375748871054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.8, 'e': 1.4348025711662075e-05}",30,0,41.271035998522,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.8, 'e': 1.423994304022784e-05}",20,8,22.344693559596315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 1.4133077053536096e-05}",25,15,18.083694837224538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 1.4027409558276873e-05}",30,0,44.74006054921107,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.8, 'e': 1.392292269993317e-05}",20,12,13.518059669949267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.8, 'e': 1.3819598955238318e-05}",20,0,32.863684230436306,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.8, 'e': 1.3717421124828532e-05}",25,13,22.17814516291791,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 1.3616372326084885e-05}",25,3,35.631109844687074,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.8, 'e': 1.351643598615917e-05}",20,2,26.817987281627364,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 1.3417595835178253e-05}",25,18,12.270970872208263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 1.3319835899621716e-05}",20,12,19.566316478563166,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 1.3223140495867768e-05}",25,16,17.243141603595813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 1.312749422390254e-05}",20,9,17.48161779956083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 1.3032881961188077e-05}",20,8,19.53848562322206,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 1.2939288856684436e-05}",30,17,24.370428048354967,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 1.2846700325021518e-05}",20,0,31.123623537649344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 1.2755102040816327e-05}",20,0,25.656201142546646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 1.2664479933131545e-05}",20,1,27.71222085034278,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 1.2574820180071425e-05}",30,19,19.030129707427328,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 1.2486109203511094e-05}",25,14,20.591975138072673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 1.2398333663955564e-05}",30,14,32.45258968657298,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 1.2311480455524777e-05}",25,0,38.07089234712321,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.8, 'e': 1.2225536701061176e-05}",25,8,29.234159217925882,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 1.2140489747356409e-05}",20,12,17.20485510934761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 1.2056327160493826e-05}",30,20,19.862587165893824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 1.1973036721303624e-05}",25,18,14.121713678533371,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 1.1890606420927467e-05}",20,10,18.377350502802983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 1.1809024456489649e-05}",20,9,21.29572780500981,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 1.1728279226871834e-05}",20,16,9.31399995232687,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 1.1648359328588568e-05}",20,11,19.019354538500462,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 1.156925355176084e-05}",20,3,28.475856505276276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 1.1490950876185005e-05}",25,17,14.540445372540175,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 1.1413440467494522e-05}",20,8,19.54774851035325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 1.1336711673412011e-05}",25,11,26.2314500803428,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 1.1260754020089185e-05}",20,13,15.21076823390214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 1.1185557208532343e-05}",25,13,22.851469413754003,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 1.1111111111111112e-05}",20,12,16.47677440732216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.8, 'e': 1.1037405768148255e-05}",25,13,21.73115826281053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.8, 'e': 1.0964431384588396e-05}",20,14,10.231522970544308,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.8, 'e': 1.0892178326743566e-05}",20,13,13.659768716760507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 1.0820637119113573e-05}",20,10,15.923727888627901,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 1.0749798441279227e-05}",20,11,18.345269398035747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 1.0679653124866504e-05}",20,14,15.117690404035683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 1.0610192150579848e-05}",25,13,20.486508608400655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.8, 'e': 1.0541406645302749e-05}",20,7,20.407297507640855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.8, 'e': 1.0473287879263938e-05}",30,21,20.356325904419954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.8, 'e': 1.040582726326743e-05}",20,14,12.165377671693507,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.8, 'e': 1.0339016345984843e-05}",30,14,29.73344993670475,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 1.027284681130835e-05}",25,13,23.31348383625265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.8, 'e': 1.0207310475762742e-05}",25,14,16.354468997209064,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.8, 'e': 1.014239928597509e-05}",25,14,23.295921008073698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.8, 'e': 1.0078105316200555e-05}",20,10,21.745062194229636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.8, 'e': 1.00144207659029e-05}",35,25,17.165730324187525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.8, 'e': 9.95133795738837e-06}",20,12,13.999234725846868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.8, 'e': 9.888849333491555e-06}",30,12,31.06445543563362,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.8, 'e': 9.826947455311957e-06}",30,22,14.463103463126062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.8, 'e': 9.765625e-06}",25,6,31.672088954464474,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.8, 'e': 9.70487475859124e-06}",25,13,21.023176194939577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.8, 'e': 9.644689633887581e-06}",20,12,13.75718460165164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.8, 'e': 9.585062638384341e-06}",20,16,8.407388980061125,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.8, 'e': 9.525986892242037e-06}",30,8,37.2789935297836,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.8, 'e': 9.467455621301774e-06}",25,19,13.186297178528353,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.8, 'e': 9.409462155143212e-06}",25,14,18.683697599496597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.8, 'e': 9.351999925184e-06}",20,9,23.80917095334856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.8, 'e': 9.29506246281975e-06}",20,15,9.951696326161064,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.8, 'e': 9.238643397603495e-06}",25,1,32.8273976241186,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.8, 'e': 9.182736455463728e-06}",20,14,13.021575920874955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.8, 'e': 9.127335456960049e-06}",20,3,34.43630826201149,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.8, 'e': 9.072434315575554e-06}",25,17,17.862550704803517,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.8, 'e': 9.018027036045055e-06}",20,8,22.492260829916948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.8, 'e': 8.964107712718276e-06}",20,14,11.810692122258654,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.8, 'e': 8.910670527957229e-06}",25,15,22.72959003557511,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.8, 'e': 8.857709750566894e-06}",25,18,12.800365193712501,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.8, 'e': 8.805219734258468e-06}",20,11,15.385628455983735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.8, 'e': 8.753194916144393e-06}",30,9,31.644476037438746,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.8, 'e': 8.7016298152644e-06}",25,14,19.88036843496157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.8, 'e': 8.65051903114187e-06}",30,12,33.75871920597361,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.8, 'e': 8.599857242369777e-06}",25,16,14.619929924392801,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.8, 'e': 8.54963920522554e-06}",30,17,26.155479763983873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.8, 'e': 8.499859752314087e-06}",25,2,32.90328701995082,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.8, 'e': 8.450513791238508e-06}",25,16,22.236018913764333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.8, 'e': 8.401596303297626e-06}",20,2,28.489951575208952,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.8, 'e': 8.353102342209896e-06}",30,12,35.79700466046112,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.8, 'e': 8.305027032862993e-06}",25,13,24.139739803836882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.8, 'e': 8.25736557008852e-06}",20,8,20.058421910057596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.8, 'e': 8.210113217461269e-06}",25,15,19.66425211271168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.8, 'e': 8.163265306122448e-06}",20,13,11.287149135430804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.8, 'e': 8.11681723362635e-06}",20,12,14.079115294108089,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.8, 'e': 8.070764462809918e-06}",20,13,13.899787342010384,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.8, 'e': 8.025102520684701e-06}",30,7,38.68835816276239,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
